8211,8180
3324,8312
3739,9269
5801,7827
8204,5545
4626,6033
9452,9136
5044,7949
2690,2444
4079,7711
7106,6746
9232,3507
5788,2557
6818,1716
4961,2080
2083,7836
5939,8306
5861,4353
6768,9501
9450,8177
7653,5307
6763,7106
8619,6263
3534,9869
8069,6504
2359,8075
8194,1473
1672,8556
4012,8310
5785,1598
3389,6994
3384,4838
9100,5902
5322,9146
8691,7580
9029,5064
2361,8794
2562,6517
5853,999
2971,4839
7732,9499
3669,8671
3652,1963
6888,2075
2563,6996
2221,7836
8477,4347
6823,3632
5654,3994
8341,5305
4280,5435
6131,2197
4563,8549
8820,3987
8952,1591
8347,7701
6219,9982
6340,3034
6198,1358
6209,6149
5385,6870
3455,5916
8201,4348
2216,5680
6886,1356
3172,2803
6490,8304
8749,3148
6764,7825
5455,7229
5111,7349
6624,6867
3445,1604
2084,8315
3044,6636
9439,3865
2225,9513
5856,2197
3533,9390
5931,4952
6286,9383
7999,5905
5577,1000
1735,6280
5651,3036
6679,1237
6071,5910
4005,5675
3947,9868
5029,1960
9098,4944
4356,8190
7868,8780
3465,9989
5995,2676
8058,1952
4703,9507
2498,8554
4139,3998
3258,9869
5182,8188
8483,6982
8541,2550
8755,5544
9104,7340
2843,8673
6408,2675
4149,8071
3583,1843
7247,8183
6067,3993
4272,2081
2499,9033
3324,8552
2493,6637
8478,4826
6076,7826
6142,6748
7525,9380
2907,6876
6689,5309
6691,6028
7094,1955
6139,5311
7728,7822
7037,6626
6818,1476
3394,9150
6133,2915
9512,5422
1944,7357
4979,9745
6688,4591
4002,4238
3791,2202
5105,4954
5724,4593
3447,2562
5372,1360
7852,2312
6696,7945
3516,2682
7515,5307
3512,1005
4900,5553
7518,6505
6900,7106
1533,7837
7178,8303
6480,4232
6278,6029
5166,1480
4691,4476
6495,10221
2011,6279
8759,7221
5255,9984
8616,4826
5586,4354
2078,5680
2222,8315
9241,7339
1947,8315
6343,4232
7939,9858
7378,5547
2288,7237
4351,6034
6697,8663
3251,6755
2077,5440
8747,2430
8065,4827
2898,3043
4547,1841
1944,7118
3243,3641
5798,6869
5172,4115
8965,7101
2492,5919
8001,6863
3597,7353
6748,1117
8333,1952
4484,4357
4426,8549
3670,9150
7375,4110
3667,7952
2560,5799
2626,4481
9036,7939
5720,2916
3244,3880
8277,7102
4821,1361
8620,6742
8057,1713
4348,4836
8900,8658
9437,2907
3937,5795
3723,2801
6968,6507
6284,8664
7993,3510
6481,4471
5102,3517
8060,2671
8616,5065
2978,7954
5037,5313
2220,7357
6283,8185
7723,5906
2703,7715
3119,9151
5792,4234
2696,5080
6901,7345
3728,4718
6009,8665
5318,7708
7113,9860
7864,7103
2633,7356
4895,3637
8557,9018
5321,8667
7454,8542
6892,3752
5805,9504
3111,6037
5047,9146
3118,8672
4700,8309
5788,2796
3325,9031
8405,3029
2838,6996
2288,6997
2348,3523
3871,7113
5376,3037
5103,3996
4430,10226
2844,9152
8763,8658
5112,7829
7650,3870
7920,1953
5595,8426
2150,6997
3860,2561
5872,8905
7505,995
9300,3147
2964,1965
3031,1366
3789,1723
6210,6389
7643,1235
3599,8311
3810,10108
7248,8662
8131,3509
6408,2915
7245,7225
6552,5549
7372,3152
8686,5664
4419,5914
7098,3392
9088,1111
3253,7474
4546,1601
6541,998
2905,5917
5802,8306
7173,6147
3930,2921
4420,6153
8061,3150
9248,10214
8071,7223
5799,7348
7931,6504
7870,9499
2425,6757
3994,1124
7237,4110
4700,8069
8139,6863
3933,4358
5100,2798
3044,6396
4910,9626
7385,8422
2497,8075
9024,2908
3382,4120
6082,10222
4215,6992
2556,3882
7440,2553
4477,1482
8892,5304
4974,7589
9097,4465
6406,1956
2699,6277
4412,3039
5794,5192
4083,9149
9093,2788
7998,5426
3600,8791
7652,5068
4427,9268
7376,4589
5656,4953
4136,2561
6545,2435
3737,8551
3454,5197
8823,5184
2700,6517
3169,1365
8476,4107
5183,8667
2490,5439
9238,6142
1879,8914
6410,3633
5934,5910
7575,1594
7389,9859
5444,2917
1949,9274
6631,9502
8821,4466
8747,2190
2077,5201
6755,3992
7369,1714
7384,7703
5598,9385
6266,1238
8060,2910
4824,2559
3588,3999
4632,8668
2963,1486
3116,7953
4906,7949
3738,9030
4557,5913
7519,6745
8140,7582
3376,1724
3242,2922
2687,1486
8205,6024
7716,3031
7516,5547
4001,3998
2906,6636
9031,5783
6904,8782
7590,7823
3321,7114
8959,4465
3390,7473
2691,3163
5860,3874
6629,9023
8344,6264
4902,6272
3256,8911
7309,5188
8408,4467
7370,1954
7453,8062
4696,6392
7308,4949
7933,7223
4214,6513
7591,8302
7448,5906
7870,9738
7787,3869
7248,8422
2147,5800
1943,6639
7854,3031
2899,3522
4350,5794
6821,2914
3045,7115
2281,4122
7440,2792
6404,1238
4760,4595
5796,6150
2621,2564
3102,2204
5665,8785
2018,9393
2553,2924
5581,2437
6420,7945
8345,6743
3457,6635
4408,1362
5522,6630
4761,5075
7162,1595
3248,5557
6896,5189
6480,3992
9160,2189
6280,6987
9091,2070
8408,4227
8754,5304
4902,6512
2416,2924
5660,6629
3380,3161
6628,8304
5734,8666
6282,7706
3316,5198
5441,1480
5098,2079
5096,1121
9230,2788
5732,7947
4704,9986
3444,1125
6690,5789
2840,7714
6961,3632
2076,4961
6626,7585
7725,6624
5665,8546
5515,3516
3033,2084
7109,7944
2007,4602
7651,4349
4417,4956
4621,4117
7719,4229
5922,1119
8074,8420
3594,6155
7994,3989
6203,3514
5723,4354
5924,1838
5245,5912
8342,5545
6007,7946
6419,7466
7799,8900
8762,8419
2085,8555
8548,5425
1739,7717
8893,5544
6749,1357
7659,7942
7304,3272
5519,5192
5116,9506
6012,9863
7997,5186
4076,6274
6625,7106
5374,2318
3518,3161
5105,4714
8689,6622
3595,6874
5600,10103
5323,9625
5794,4952
2635,8314
6960,3392
3801,6514
5928,3515
4213,6274
7315,7823
2356,6877
7783,1953
7305,3751
4360,9867
8624,8419
5382,5672
7092,1236
3864,3999
3181,6156
6284,8425
7024,1595
9228,1830
4904,6991
4488,5794
2291,8434
5254,9505
4626,6273
3110,5558
4558,6393
4340,1722
5659,6150
5515,3755
5241,3995
8551,6383
8957,3747
6556,7226
7924,3390
2911,8553
8072,7941
7783,2192
5938,7587
7388,9380
5803,9025
8761,8179
6270,2915
9309,6740
4150,8550
8271,4467
5253,9026
6077,8305
6549,4112
5238,2798
2087,9273
8487,8659
4346,4117
8753,4586
4482,3638
5307,2917
3390,7234
4288,8549
7381,6745
3726,3999
5031,2918
4764,6272
2084,8076
4415,4237
5791,3994
4890,1481
8542,2790
7586,6146
6481,4711
7029,3272
8817,2549
6207,5191
8483,6742
3312,3521
6559,8184
1807,7358
4016,9987
5863,5311
6753,3273
5516,4234
2567,8673
1939,4962
7714,2073
7368,1475
3461,8312
7587,6385
2980,8672
5530,9744
2224,9273
7174,6386
5234,1121
9296,1710
9029,4825
9038,8658
5734,8905
6286,9143
5669,10223
3671,9868
2837,6517
5240,3756
6211,6628
5372,1599
3310,2802
2283,5081
7662,9140
4564,8788
8469,1233
5383,6151
5859,3635
6754,3752
5857,2676
7302,2313
8759,6981
3386,5797
4344,3159
8200,3629
8545,3987
4688,3278
6208,5430
6684,3153
9235,4944
5253,9266
5511,1839
2155,8914
4964,3517
3874,8071
8006,9019
8210,7941
6007,7707
8951,1112
8061,3390
7299,1116
3038,4240
5453,6510
7454,8302
2969,4121
8680,2789
4001,3759
2964,2204
3110,5318
8694,8778
8894,6023
8009,10217
4823,2319
7231,1715
7301,2074
4692,4715
9163,3387
6268,1957
2827,2444
1875,7238
8134,4947
3050,9031
7110,8662
8139,7103
4280,5195
8347,7461
4893,2439
9159,1950
8410,5185
7165,2793
4979,9506
8816,2310
4893,2679
3934,4597
8960,4705
6494,9981
6683,2674
3735,7592
5509,1120
3459,7354
7104,5788
6202,3274
7458,10218
6148,9383
4559,6632
4072,4597
6680,1476
7095,2434
6476,2315
8964,6382
3391,7713
2974,6277
5302,1001
4971,6392
9301,3626
5925,2556
7712,1115
6128,999
9244,8298
8418,8300
4757,3398
3809,9868
3931,3160
6752,2794
7231,1475
4481,3159
5113,8068
4134,2082
6417,6508
7449,6386
3935,4837
5858,3155
6282,7466
6002,5790
8212,8899
8892,5065
4978,9266
4636,10106
5028,1720
7792,5786
6411,4112
2009,5800
4079,7472
2551,1966
7371,2433
2966,2683
5254,9745
6970,7465
7576,2073
7238,4350
5166,1720
9237,5423
5792,4473
1601,7717
5657,5432
9247,9495
9023,2669
2362,9033
4764,6033
8416,7581
9240,6621
3175,4000
7446,4948
7438,1594
9298,2189
2705,8673
5380,4714
5446,3396
8003,7822
5458,8427
9037,8178
3306,1125
6348,6628
3943,8191
6489,7825
5726,5551
2551,2205
7510,3151
8757,6263
2841,8193
5512,2318
9161,2429
8548,5185
4274,3039
7235,3392
4010,7352
6833,7705
2425,6997
4065,1962
7095,2194
5379,4235
5924,2077
8473,2909
7713,1833
7801,9619
2430,8913
8484,7222
3872,7352
3319,6635
3035,3042
6272,3394
6133,3155
7099,3871
8412,6144
3315,4958
8608,1711
4683,1362
2845,9870
4751,1002
6273,3873
4279,4716
8068,6025
8404,2790
2076,4722
9313,8417
3871,6873
7851,1833
6896,5429
7590,7583
4830,5194
8692,8059
6474,1597
5245,5672
6200,2316
3804,7712
7303,2793
6417,6747
2215,5200
4565,9267
8279,8060
4839,8788
4275,3279
4624,5075
3450,3521
7176,7344
4836,7350
8133,4707
4766,6991
5248,7110
6136,4113
4629,7470
6062,2077
8350,8899
4484,4117
2637,9032
8750,3627
2496,7595
6687,4351
8208,6983
6422,8424
5647,1359
7164,2314
6617,3752
7853,2791
4285,7351
7513,4349
4205,2680
3740,9748
2838,6756
3246,4839
7164,2553
5453,6271
4683,1122
7180,8782
2500,9512
4281,5675
3253,7713
6349,6867
2570,9871
8268,3269
1603,8676
3037,3522
8337,3389
2563,6757
7581,3990
3376,1485
8132,3988
3239,1724
5865,6030
7030,3991
2829,2923
3861,2801
7658,7224
2431,9392
4829,4475
3107,4120
4703,9267
7791,5307
6283,7946
2285,6039
4478,1721
3723,2562
5113,8308
3454,5437
3462,8791
5658,5671
4624,5314
9099,5423
4909,9147
7318,9261
2831,4121
4216,7471
2777,9990
6614,2794
4413,3279
7730,8780
3457,6395
8336,3149
5108,6152
2976,6756
6750,2075
9368,2788
6062,2316
7795,7223
2568,8913
9246,9256
7658,7463
4342,2680
5314,6031
9021,1710
8199,3150
8135,5426
4273,2321
6061,1598
8618,5784
6765,8064
3603,9988
6563,10101
9314,8896
6065,3514
8413,6383
2776,9751
7575,1355
6130,1717
2768,6157
8063,4108
5651,2797
4497,9627
5443,2438
8470,1712
8278,7581
5238,3037
6970,7704
7167,3512
6348,6388
1808,8076
5860,4114
8420,9258
7521,7463
8955,2789
7175,6865
7527,10099
9371,4225
5789,3275
5784,1119
3463,9030
4897,4116
5923,1598
2757,1606
9442,4824
2552,2445
7023,1116
2146,5320
9233,3986
7168,3991
6611,1596
3104,2923
4628,6991
4620,3638
3857,1364
9103,7100
2845,9631
4151,9029
3865,4717
8196,2191
4904,7230
5583,3396
6207,4951
4618,2679
4211,5076
7096,2673
4693,5434
7717,3271
4482,3398
7169,4470
4694,5674
3239,1964
7657,6744
1670,7597
4078,7232
6483,5430
8825,5903
6477,3034
3182,6635
3464,9510
8685,5185
9303,4584
6837,9621
2766,5678
3803,7233
2762,3762
7100,4350
5795,5431
3721,2083
5802,8546
2766,5439
2488,4481
4966,4236
7582,4229
2827,2205
7237,3871
5388,8067
2569,9631
7457,9739
6545,2675
8340,4587
1602,8196
5583,3156
2484,2804
8415,7341
3929,2681
5592,6989
8067,5546
4134,1842
8072,7702
4968,5194
4276,3519
4085,9867
2833,4840
3257,9151
4210,4836
4004,4957
6213,7586
7377,5068
3731,6155
5855,1958
7368,1235
4753,1481
4080,8190
3592,5676
8544,3508
3947,10107
5874,9863
8966,7340
2151,7237
6966,6027
9382,8776
2080,6399
6409,3394
8758,6742
5118,10224
5936,6868
6751,2315
4137,3279
2898,3282
6954,997
4064,1243
5252,8786
2762,4001
2495,7356
3249,5797
4011,7831
4827,3757
7596,10218
8621,7221
7526,9859
7250,9381
4980,10225
2689,2205
2979,8193
3120,9630
3053,10229
4343,2920
8621,6982
3326,9270
5303,1240
4003,4717
2147,5560
2629,5918
2971,5079
6288,10102
6268,1717
3788,1244
8831,8538
5179,6990
3173,3042
2561,6278
6211,6868
1671,8316
2830,3642
2765,4960
3115,7474
7991,2551
6542,1477
9033,6502
9025,3148
5579,1719
8273,5425
2697,5559
8056,1234
6552,5310
3107,4360
5869,7707
5854,1479
2151,7476
5099,2558
7991,2791
1940,5680
1534,8556
4422,7112
3109,4839
2833,4600
5659,6390
6080,9503
8143,8540
6405,1717
3732,6634
3926,1244
9096,4226
3519,3880
5181,7948
9438,3147
8961,5184
1464,7957
5168,2678
2080,6638
4894,2918
6550,4831
2707,9392
7240,5308
3523,5557
9168,5543
7183,10219
4217,7711
6620,4950
3653,2442
7935,8181
8486,8180
3184,7354
8955,3028
2293,9153
4617,2440
8613,3867
3802,6754
7373,3391
2836,5798
4498,10106
5164,1001
6958,2674
6003,6030
9172,7220
7450,6865
7718,3510
2824,1246
8540,2071
7045,10219
3596,7114
7712,1354
3517,2922
4690,4236
7378,5308
2082,7117
6269,2436
6901,7585
4423,7591
2015,8195
4907,8428
6616,3273
8961,5424
2980,8433
6068,4472
6010,9144
7661,8421
3724,3041
8339,4347
7995,4228
3378,2203
5649,2078
3591,4958
2224,9033
7936,8421
6201,2795
6336,1358
6409,3154
7855,3510
5387,7828
7173,5907
2007,4842
3946,9389
8814,1591
6341,3753
3188,9031
3114,7235
3798,5077
6477,2795
5524,7348
7171,5428
6204,3753
5522,6390
7299,1355
3602,9509
7733,9978
1939,5201
2689,1965
2283,4841
4759,4116
9100,5663
4278,4477
6076,8066
4143,5435
2973,5798
5930,4473
9167,5303
5588,5312
4841,9506
7797,7942
8009,9978
4563,8309
2363,9512
5529,9265
2355,6158
6340,3274
4635,9626
4768,7949
7856,3989
1739,7957
6613,2315
3593,5916
7932,6983
9228,2069
4697,6871
2707,9631
6132,2676
2356,6638
4614,1002
6150,9862
8543,3269
2292,8913
3728,4957
2842,8433
2704,8433
5252,8547
3327,9749
7781,1234
7862,6145
7794,6505
4211,5315
5717,1958
2149,6758
3190,9989
2012,6998
7443,3750
2502,10231
8822,4945
5521,6151
6343,4472
1804,6399
7386,8662
8485,7701
3513,1245
9307,6022
3037,3761
4480,2440
5927,3035
9370,3746
9441,4344
2828,2684
6205,4472
6690,5549
5458,8666
3732,6395
3322,7593
3928,2202
7169,4230
7722,5427
9376,6141
4625,5794
2017,8914
7386,8901
3721,1843
5048,9625
4762,5554
4082,8909
5737,9863
2975,6516
7924,3630
2152,7956
5594,7708
6351,7826
3052,9990
3864,4238
3588,3760
4346,4357
3244,4120
7310,5667
3532,9150
8136,5665
5304,1959
9095,3986
8346,7222
9179,10095
7163,2074
9303,4345
7456,9021
5864,5791
5241,4235
2491,5679
1943,6878
2550,1726
6823,3872
4837,8069
7455,8781
6822,3153
2086,9034
2693,3882
7034,5668
4428,9747
6347,6149
3180,5917
9377,6381
7937,8660
6903,8064
8749,2909
2701,7236
2978,7714
3307,1604
5041,6990
6478,3513
2414,2445
7999,6145
6825,4351
7113,9620
9441,4584
9450,8417
8612,3149
5716,1239
3168,1126
4828,4236
4201,1243
4625,5554
8273,5665
3792,2681
3449,3281
5451,5552
4413,3518
3866,4957
4064,1483
8070,6743
4552,3997
4287,8070
4908,8907
3387,6036
4206,3159
8488,8898
9382,8537
4755,2679
6631,9741
7170,4709
4631,7950
6955,1476
4421,6632
4911,10105
6218,9503
5455,7468
5933,5671
7232,2194
3659,4598
2485,3283
6834,8184
2844,9391
3328,10229
5868,7228
8760,7460
7439,2313
3240,2443
7790,4828
5381,5193
4702,9027
9027,4345
8550,6143
7729,8062
8895,6502
7232,1954
5992,1478
5167,1959
2156,9393
8551,6622
5797,6390
7588,6864
2348,3284
5378,3755
5174,4834
2553,2684
5107,5912
6492,9263
7239,4829
8677,1831
2756,1366
7036,6147
7649,3630
8128,2311
6632,9981
6824,4111
9438,3386
4839,8548
6959,3153
2903,5199
3800,6035
4008,6873
8129,2791
3448,3041
8064,4587
8063,3869
3308,2084
3042,5678
3394,8911
6494,9742
8196,1952
8472,2191
2896,2324
3257,9390
5117,9985
4771,9147
5997,3634
7318,9021
6201,2556
4960,1840
5036,4834
2282,4601
4834,6631
4686,2320
5440,1240
2692,3403
6629,8783
3049,8552
7928,5067
2840,7475
6557,7705
5582,2917
5176,5792
7027,2793
5114,8547
7526,9619
6415,5789
3455,5677
5371,1120
6623,6148
2620,2085
3255,8432
8276,6623
4220,8909
8969,8777
4071,4358
3667,8191
9304,4824
8965,6861
7316,8063
7509,2672
4496,9387
5527,8786
2700,6756
8818,3268
6627,7825
6416,6268
8265,2311
4426,8789
8752,4107
5871,8665
4073,5076
5375,2558
9370,3506
7648,3151
4693,5194
4148,7591
4202,1483
3798,5316
5806,10223
5590,6270
2825,1486
3737,8311
7099,4111
1396,8317
3730,5436
7789,4588
8348,7941
3802,6993
6279,6269
8333,1712
3658,4359
8545,4227
3174,3521
4080,7951
3926,1483
8279,7821
2155,9153
7583,4708
6336,1597
2973,5558
2637,9272
5243,5193
6820,2434
2963,1725
3046,7355
7720,4468
4218,8190
3039,4719
5654,4234
8746,1951
7921,2192
3032,1845
8409,4946
6416,6029
3238,1245
9381,8058
3879,10227
8269,3748
7589,7104
3513,1484
4290,9508
8479,5305
6145,7946
6904,8543
6821,2674
6070,5431
3935,5077
5937,7347
5998,4113
8201,4108
1603,8436
3943,8430
3464,9270
6700,9861
7727,7343
6069,5191
3258,9630
5389,8547
8484,7461
5862,4593
5099,2319
2493,6398
5593,7229
8266,2551
5735,9384
6965,5309
4082,8670
7179,8542
8335,2670
6008,8425
6491,8544
3111,5797
5392,9744
9020,1231
3379,2922
7925,3869
5650,2557
3114,6995
6696,8184
5584,3635
9241,7100
2908,7115
4007,6154
5376,3276
2622,2804
3378,2443
2984,10110
4769,8428
8820,3747
8195,1712
1807,7597
3533,9629
5379,4474
8131,3749
5997,3874
2153,8195
5733,8186
7939,9618
5990,999
3186,8312
6897,5908
4757,3158
3116,7714
2566,8194
6975,9381
5324,10104
4083,9388
8475,3628
7252,10099
8889,3867
2492,6158
5874,9623
7524,8901
6004,6748
6137,4832
5579,1479
2772,7834
2913,9511
4755,2439
5587,4833
7596,9979
4614,1242
6270,2675
8207,6504
4081,8430
5318,7469
6065,3275
4972,6631
8613,3628
8271,4707
9378,6860
3035,2803
2420,4841
3326,9510
5715,1000
8968,8298
6556,6987
9372,4464
4687,2799
6144,7467
8280,8300
6616,3513
5589,5791
6819,1955
3256,8672
7730,8541
6355,9502
5461,9624
2902,4720
7645,2193
7510,2912
5806,9983
3733,6874
6488,7346
9025,3387
4966,4475
7382,6985
2219,7117
5110,6870
3113,6755
6890,3033
7447,5427
2830,3402
3170,1844
7931,6265
3032,1605
5180,7469
7103,5548
9374,5423
5647,1120
3387,6276
6335,1118
8746,1711
6760,6148
2082,7357
9174,8178
7379,6026
7995,4468
2349,3763
5786,1838
2636,8793
3928,1962
7381,6506
4832,5673
4492,7710
4290,9268
3518,3401
7030,3751
8059,2192
6140,6029
7452,7583
5316,6750
5171,3636
3656,3640
2775,9032
5649,2317
5737,10103
4416,4716
4618,2919
6976,9860
6287,9862
6685,3633
2360,8554
8340,4826
7041,8303
3601,9030
2079,6159
3172,2563
6627,8064
2776,9511
2564,7475
7595,9739
3862,3280
7321,10219
5450,5312
4768,7710
7387,9141
8896,6981
4419,5674
2824,1007
3250,6516
4560,7111
3669,8910
5444,2677
5236,2079
2965,2444
7723,5666
3043,6157
5109,6391
5251,8307
4826,3517
5867,6988
3651,1244
3653,2203
7787,3630
6828,5549
3242,3162
5928,3754
6349,7107
7106,6985
7310,5907
5728,6270
5393,10224
5868,7467
7918,994
7798,8181
9090,1590
2558,4840
4072,4837
4356,8429
1808,7837
7654,5786
5512,2557
2704,8194
8821,4226
4833,6392
4906,8188
2970,4360
6338,2555
8411,5425
5043,7709
2765,5199
3451,4000
7163,1835
2829,3163
2902,4959
8886,2908
5996,3155
4898,4595
2483,2565
7923,3150
4686,2559
4970,6152
7180,9021
4758,3637
6214,7826
5028,1481
5939,8066
1941,5920
6766,8543
5652,3276
9171,6741
7307,4709
2352,4961
5873,9144
8264,1592
3323,8073
4067,2681
5785,1359
4270,1123
6078,8784
5526,8307
2771,7595
3727,4478
5459,8906
6907,9741
5317,7229
7585,5427
4556,5674
5513,2797
4486,5315
7655,6026
8887,3148
3805,8191
7027,2554
4208,4118
4135,2321
6542,1237
5727,6030
9368,3027
2486,3523
6078,8545
7578,2792
6898,6147
6066,3754
6000,5072
5109,6631
3383,4359
8206,6264
6617,3992
5033,3397
6275,4592
3878,9988
3036,3282
4489,6273
8897,7221
5944,10222
1873,6279
7242,6027
2835,5558
9317,10094
6216,8784
4766,7231
2432,9632
6837,9382
4554,4716
6060,1358
2702,7475
5374,2079
9030,5543
2834,5079
2431,9153
9034,6981
6889,2554
4901,5793
6423,8903
6143,7227
8210,7701
3671,9629
1741,8675
5042,7469
3447,2323
3799,5556
5303,1480
3031,1126
4838,8308
8202,4587
3377,1964
3520,4359
9302,3866
3465,9749
7507,1954
4965,3756
4277,4237
2769,6876
6957,1955
6698,8903
8617,5544
8958,4226
2014,7716
7926,4348
8678,2071
5186,9865
8265,2072
6489,8065
6830,6507
2350,4242
4014,9029
7782,1713
7802,9858
6219,10221
8419,9018
8954,2309
5173,4355
5249,7349
9452,8896
4074,5555
3250,6276
4084,9628
4348,5076
6412,4591
6623,6388
6562,9382
6281,7227
6833,7944
3393,8671
4066,2441
4547,2081
7451,7344
8679,2550
5306,2678
8690,7101
7726,6864
2910,8313
4633,9147
7031,4470
6081,9743
3585,2802
4428,9507
3451,4239
4752,1242
9169,5783
2909,7594
8693,8539
3178,5198
4151,8789
3584,2322
7444,4230
3462,8551
5994,2436
5941,9024
3104,3162
3672,10108
7850,1354
9378,7100
2287,6757
4274,2800
5733,8426
3395,9390
4284,6872
6215,8545
4630,7710
7734,10218
5315,6511
7041,8543
7380,6266
1533,8077
2632,7116
1880,9154
4136,2800
7447,5667
3240,2204
4420,6393
5185,9386
8008,9738
5454,6750
4358,9148
1532,7598
5306,2438
6897,5668
7579,3271
2557,4361
8203,5066
7441,3032
3806,8431
5173,4594
5448,4354
6346,5670
7857,4229
3527,6994
7025,1835
4553,4237
4900,5314
8070,6983
3048,8313
2569,9392
2216,5919
2279,3404
5999,4353
6277,5550
1738,7238
9447,6980
5182,8427
6141,6269
3936,5316
3598,7832
9094,3267
6905,9022
3650,1005
3925,1004
2486,3762
2290,7955
5244,5433
4825,3038
5322,9385
6485,6148
3311,3281
6682,2195
2770,7116
3859,1843
6337,2076
6681,1716
4281,5914
3380,3401
7727,7583
3238,1485
4006,5915
4429,9986
7665,10098
5929,3994
6546,2914
2900,4001
6209,5909
5599,9864
5648,1599
3186,8552
6836,8902
4842,9985
6968,6746
5938,7827
9377,6620
2705,8912
4142,5196
2424,6518
8620,6503
7647,2672
3318,6156
9101,6142
3800,6275
8541,2310
4208,3878
4427,9028
2774,8793
9170,6501
2015,7956
5718,2198
7797,7702
6149,9623
2008,5081
4222,9627
6562,9622
4010,7592
8625,8659
4273,2560
4545,1122
6010,8904
3584,2083
8411,5665
7176,7105
2211,3763
5519,5432
4212,5555
9098,5184
3445,1844
9092,2549
7319,9500
2357,7356
3867,5196
7785,3151
7040,8063
2284,5560
5382,5432
4205,2920
8414,6862
7514,4589
7869,9020
8752,4346
2281,4362
1599,6999
2767,5918
8960,4945
8614,4107
2011,6519
8407,3988
4007,6394
7866,8061
3739,9509
7442,3511
