"sigid","ligand","perturbed_receptors","n_upregulated","n_downregulated","total_strength","n_significant_genes","n_signatures"
"sig_CCL5_1_y","CCL5","",7,6,6.95403511873734,13,1
"sig_CCN1_1_y","CCN1","",0,1,5.45714675287009,1,5
"sig_CCN1_3_y","CCN1","",0,1,0.501804199761588,1,5
"sig_CCN1_4_y","CCN1","TFRC",4,1,2.68520887637249,5,5
"sig_CCN1_6_y","CCN1","ITGB2,RET",30,15,18.0037248352605,45,5
"sig_CCN1_7_y","CCN1","ACVRL1,ADAM11,ADGRL1,ADORA2B,ALOX5,APLP2,AR,ASGR2,ATP6AP2,AXL,C3AR1,CADM1,CANX,CAV1,CCR1,CCR2,CD180,CD1D,CD209,CD244,CD300LB,CD36,CD4,CD40,CD44,CD47,CD53,CD74,CD80,CD86,CD93,CDON,CNR1,CSF1R,CSF2RA,CSF3R,CSPG4,CXCR4,ENO1,EPHA1,EPHB3,FGFR1,FPR2,GALR2,GIPR,GP9,GPR35,HLA-F,HTR7,ICAM1,IFNGR1,IFNGR2,IGF1R,IL10RA,IL12RB2,IL13RA1,IL17RA,IL21R,IL27RA,IL4R,IL6ST,IL7R,INSR,ITGA1,ITGA3,ITGA4,ITGA5,ITGA6,ITGAL,ITGAM,ITGAX,ITGB2,JAML,KIT,L1CAM,LILRB1,LILRB2,LRP4,LRP5,LTK,MMP24,NOTCH2,NRP1,NRP2,PECAM1,PLAUR,PLD2,PLXDC2,PLXNB1,PLXNC1,PTPRC,PTPRF,PTPRG,PTPRJ,PTPRK,PTPRS,PVR,RET,ROBO1,ROBO3,SDC4,SELPLG,SIGLEC1,SIRPA,SLAMF7,SLC40A1,TBXA2R,TFRC,TGFBR1,THBD,TLR4,TNFRSF10B,TNFRSF11A,TNFRSF14,TNFRSF1A,TNFRSF1B,TNFRSF9,UNC5C,VLDLR",1106,731,775.263498358238,1837,5
"sig_CCN3_1_y","CCN3","ABCA1,ACVR1,ACVR1C,ACVR2A,ACVR2B,ACVRL1,ADAM11,ADGRE5,ADGRG1,ADORA1,ADORA2B,AGTR1,ALCAM,APLP2,APP,AR,ASGR1,ATRN,BAMBI,BDKRB2,BEX3,BMPR1B,BOC,CADM1,CALCRL,CAV1,CCR1,CCR10,CCRL2,CD22,CD274,CD33,CD44,CD47,CD63,CD7,CD82,CD9,CDON,CEACAM1,CHL1,CHRNA7,CNR1,CNTNAP1,COL13A1,CSF1R,CSPG4,DCBLD2,DDR1,DPP4,DSC3,DSG2,EDNRA,EDNRB,EFNB1,EGFR,ENG,EPHA4,EPHA5,EPHA6,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,F2RL1,F2RL2,F3,FAS,FGFR1,FGFR3,FGFR4,FZD1,FZD4,FZD5,FZD6,FZD7,FZD8,GAS1,GLG1,GPC1,GPC4,GPIHBP1,GPR1,GRM4,GRPR,HHIP,HLA-F,HRH1,HTR7,ICAM1,ICAM3,ICOSLG,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGF1R,IL13RA1,IL13RA2,IL15RA,IL17RC,IL1R1,IL21R,IL22RA1,IL2RG,IL31RA,IL4R,IL6R,IL6ST,IL7R,ITGA1,ITGA10,ITGA11,ITGA5,ITGA6,ITGA7,ITGA8,ITGAV,ITGB4,ITGB8,KCNJ15,KDR,KREMEN1,L1CAM,LAMA4,LEPR,LPAR2,LPAR3,LRP1,LRP5,LRP8,LRRC4C,LSR,MC1R,MCAM,MERTK,MET,NCAM1,NECTIN1,NECTIN2,NECTIN3,NOTCH3,NOTCH4,NPR2,NPR3,NRP1,NRP2,NRXN3,NT5E,NTNG2,NTRK1,NTRK2,NTRK3,OPRL1,OXTR,PDE1C,PDGFRA,PITPNM3,PLAUR,PLD2,PLSCR1,PLSCR4,PLXNA2,PLXNA3,PLXNB3,PLXND1,PROCR,PTCH1,PTH1R,PTK7,PTPRB,PTPRJ,PTPRM,PTPRS,PVR,RAMP1,RGMB,RNF43,ROBO2,ROBO4,RTN4R,RTN4RL1,RTN4RL2,RXFP1,SCARB1,SDC1,SDC2,SDC3,SELL,SELPLG,SIRPA,SLAMF7,SORL1,SORT1,STRA6,STX1A,TACR1,TBXA2R,TGFBR1,TGFBR2,TGFBR3,THBD,TLR4,TLR5,TLR6,TMEM67,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF11A,TNFRSF11B,TNFRSF14,TNFRSF19,TNFRSF1B,TNFRSF21,TNFRSF25,TNFRSF9,UNC5B,VASN,VCAM1,VIPR1,VLDLR,VSIR",3040,2801,5460.7557627433,5841,2
"sig_CD2_1_y","CD2","ACKR3,BTLA,CCR6,CCR8,CCR9,CD200,CD209,CD226,CD244,CD248,CD274,CD28,CD40LG,CD69,CD7,CD79A,CDON,CLEC2D,CR1,CRTAM,CTLA4,CXCR4,CXCR5,DSC1,EPHA4,F2R,FAS,FZD6,GALR2,HAVCR1,HRH2,ICAM3,ICOS,IL11RA,IL12RB2,IL15RA,IL21R,IL23R,IL2RA,IL31RA,IL4R,IL6ST,IL9R,ITGA6,ITGAL,ITGB7,LAG3,LDLR,LGR6,LRP8,MCAM,NT5E,NTRK2,PDCD1,PECAM1,PLXNB1,PLXNB2,PLXND1,PTGDR2,PVRIG,RTN4R,SCARF1,SELPLG,SLAMF1,SLC16A1,SLC40A1,TFRC,TLR4,TMIGD2,TNFRSF10A,TNFRSF21,TNFRSF4,TNFRSF9,VIPR1",776,658,1665.27991356075,1434,2
"sig_CD2_2_y","CD2","ACKR3,ACVR2A,ADRB2,ALCAM,ALOX5,AMFR,APLP2,APP,ATP6AP2,BMPR2,C3AR1,C5AR1,CALCRL,CCR2,CCR3,CCR4,CCR8,CCR9,CD180,CD2,CD200,CD226,CD244,CD27,CD274,CD28,CD300LB,CD320,CD33,CD36,CD38,CD40LG,CD44,CD46,CD63,CD69,CD7,CD79A,CD80,CD84,CD86,CD8A,CD9,CEACAM8,CKAP4,CLEC1B,CLEC2D,CMKLR1,CR1,CRLF3,CRTAM,CSF1R,CSF2RA,CSF3R,CTLA4,CX3CR1,CXCR2,CXCR4,CXCR5,DIP2A,DPP4,DSC1,EDAR,ENG,ENO1,EPHA4,F11R,F2R,FAS,FGFRL1,FPR1,FPR3,FZD1,FZD2,FZD6,GALR2,GLG1,GPC4,GPR35,HAVCR2,HRH4,HTR7,ICAM3,ICOS,IFNAR1,IFNAR2,IFNGR2,IL11RA,IL12RB1,IL12RB2,IL13RA1,IL15RA,IL17RA,IL17RB,IL17RC,IL18R1,IL18RAP,IL21R,IL23R,IL2RA,IL2RB,IL31RA,IL4R,IL5RA,IL7R,IL9R,INSR,ITGA5,ITGA6,ITGA9,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB5,JMJD6,KIT,KLRB1,KLRC1,KLRF1,KLRG1,LAG3,LAIR1,LAMP2,LRP1,LSR,LY9,MARCO,MERTK,NCAM1,NCR3,NRP1,NTNG2,NTRK1,NTRK2,OLR1,PDCD1,PECAM1,PILRA,PLXDC2,PLXNB2,PLXNC1,PLXND1,PTCH1,PTGDR,PTGDR2,PTPRJ,RGMB,RPSA,RYK,SCARB1,SDC2,SELP,SIGLEC10,SIGLEC9,SIRPA,SLAMF1,SLC16A1,SLC40A1,SORL1,SORT1,ST14,TBXA2R,TFR2,TGFBR1,TGFBR2,TGFBR3,TLR4,TLR5,TLR6,TNFRSF13B,TNFRSF17,TNFRSF18,TNFRSF1A,TNFRSF25,TNFRSF4,TNFRSF6B,TNFRSF9,TRAF2,TYROBP,VIPR1",2159,2115,5001.52619062268,4274,2
"sig_CD44_1_y","CD44","ABCA1,ACVR1C,ACVR2B,ADAM23,ADGRE5,ADGRG1,ADGRL1,ADIPOR1,ADIPOR2,ADORA2B,ALCAM,AMFR,APP,AR,ATP5F1B,AXL,BMPR1A,BMPR1B,BMPR2,C3AR1,CALCRL,CAV1,CD151,CD180,CD274,CD320,CD44,CD46,CD47,CD55,CD81,CD82,CD9,CDON,CHRM3,CKAP4,CLEC2D,CNTNAP1,COL13A1,CSF2RA,CXADR,DCBLD2,DDR1,DIP2A,DSG3,DYSF,EGFR,ENO1,EPHA2,EPHA3,EPHB2,EPHB3,EPHB4,ERAP1,ERBB2,F2R,F3,FAP,FAS,FGFR3,FGFR4,FLOT1,FPR1,FZD1,FZD2,FZD3,FZD5,FZD6,GFRA1,GLG1,GPC1,GPC4,GPR1,GPR135,GPR37L1,GRPR,HHIP,HLA-F,HMMR,HRH1,HTR1D,HTR7,ICAM1,ICOSLG,IFNAR1,IFNGR2,IGF2R,IGFLR1,IL10RB,IL13RA2,IL15RA,IL1RAP,IL31RA,IL4R,IL6R,IL6ST,ITGA1,ITGA2,ITGA3,ITGA4,ITGA5,ITGA6,ITGA9,ITGB1,ITGB3,ITGB4,ITGB5,JAM3,KDR,L1CAM,LAMA4,LAMP2,LDLR,LGR4,LGR6,LIFR,LMBR1L,LPAR1,LRFN3,LRP1,LRP8,LRRC4,LTBR,MCAM,MYLK,NCAM1,NECTIN1,NECTIN3,NGFR,NLGN1,NOTCH1,NOTCH2,NPY2R,NRCAM,NRP1,NT5E,NTRK2,NTRK3,OGFR,PDE1C,PDGFRA,PDGFRB,PHEX,PITPNM3,PLAUR,PLD2,PLXNA2,PLXNB2,PLXNB3,PLXND1,PRLR,PTK7,PTPRB,PTPRF,PTPRG,PTPRJ,PTPRK,PTPRS,PTPRZ1,PVR,RNF43,ROBO1,ROBO2,ROBO4,ROR1,RPSA,RTN4RL1,SDC1,SDC2,SIRPA,SLC16A7,SORT1,STRA6,STX1A,TBXA2R,TEK,TFRC,TGFBR2,TGFBR3,THY1,TLR4,TLR6,TNFRSF10B,TNFRSF12A,TNFRSF9,TYRO3,UNC5B,UNC5C,VCAM1,VLDLR,ZNRF3",2746,2654,2336.25477403491,5400,3
"sig_CD44_3_y","CD44","CADM1,CD151,CD22,CD33,CD44,CD55,CD81,CD96,CDON,CLEC2B,CNTN1,COL13A1,CSF2RA,CSPG4,CXCR4,ENG,ENO1,EPHB2,EPHB3,F2RL2,FLT1,FZD4,FZD8,GPC4,HHIP,HTR1F,HTR2C,IFNLR1,IL13RA2,IL1R1,IL31RA,ITGB8,KDR,L1CAM,LGR5,MCAM,NGFR,NOTCH3,NRP1,NRXN3,PDE1C,PLXDC2,RAMP1,RTN4R,SDC4,SLAMF7,SORL1,TIE1,TLR6,TNFRSF19,TSPAN1",447,400,1014.94502387117,847,3
"sig_CD44_4_y","CD44","ACVR1,ACVRL1,ADORA1,ALCAM,APLP2,APP,BAMBI,BCAM,BEX3,BMPR1B,CAV1,CD44,CD5,CD55,CD74,CD81,CD82,CMKLR1,COL13A1,CSF2RA,CXADR,DDR2,DPP4,DSG2,EDA2R,EFNB1,EPHA4,EPHB3,EPHB6,EPOR,ERAP1,ERBB2,ERBB3,F2RL2,F2RL3,FAP,FAS,FGFRL1,FZD6,FZD7,FZD8,GLG1,GLP2R,GPC4,GPR37,GRIN2D,HTR7,ICAM1,IGF2R,IL13RA2,IL1R1,IL1RAP,IL20RB,IL21R,IL23R,ITGA1,ITGA10,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGB1,ITGB3,ITGB4,JAM2,JAM3,KCNJ15,KDR,KREMEN2,LGR4,LIFR,LPAR1,LPAR3,LSR,MCAM,MERTK,MET,MYLK2,NCAM1,NECTIN3,NEO1,NGFR,NOTCH3,NPFFR2,NPR2,NRP1,NRXN1,NT5E,OPRD1,PDE1C,PDGFRA,PDGFRB,PLA2R1,PLSCR1,PLXNA1,PLXNA4,PRLR,PRTG,PTPRC,PTPRD,PTPRJ,PTPRM,RGMB,RNF43,ROBO1,ROR1,ROR2,RTN4RL1,RXFP1,SCARB1,SDC1,SDC2,SDC3,SIRPA,SLAMF7,SLC16A1,SMO,SORL1,STRA6,TEK,TFRC,TGFBR2,TGFBR3,THY1,TLR6,TMEM67,TNFRSF10B,TNFRSF11A,TNFRSF8,TNFRSF9,TSPAN1,UNC5B,VCAM1,VLDLR",1496,1406,2783.00218883879,2902,3
"sig_CD52_1_y","CD52","ABCA1,ACKR3,ACVR1,ACVR1B,ADIPOR2,ADRB2,ALOX5,AMFR,APP,ATP5F1B,BAMBI,BMPR1A,BMPR2,C3AR1,C5AR1,CADM1,CANX,CCR1,CCR5,CCR6,CCR7,CCRL2,CD180,CD19,CD1D,CD2,CD200,CD200R1,CD22,CD244,CD27,CD274,CD320,CD36,CD38,CD40,CD46,CD47,CD48,CD53,CD69,CD72,CD74,CD79A,CD80,CD82,CD84,CD86,CD9,CD96,CEACAM1,CKAP4,CLEC2D,CNR1,CNTNAP2,CR1,CR2,CRLF3,CSF1R,CSF2RA,CSF2RB,CSF3R,CXCR3,CXCR4,DAG1,DDR1,DDR2,DPP4,EDA2R,EFNB1,ENO1,EPHA4,EPHB4,EPHB6,ERAP1,ERBB2,F11R,F2R,FAS,FGFR1,FLOT1,FLT1,FPR3,FZD5,GALR2,GIPR,GLG1,GPR135,GPR35,GUCY2C,HAVCR2,HLA-F,ICAM1,ICAM3,IFNGR2,IFNLR1,IGF2R,IGFLR1,IL10RA,IL10RB,IL12RB1,IL12RB2,IL13RA1,IL17RA,IL1R1,IL1RAP,IL21R,IL27RA,IL4R,IL7R,INSR,ITGA3,ITGA4,ITGA5,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,ITGB7,JAM2,JAM3,KLRB1,KLRD1,KLRK1,L1CAM,LAIR1,LAMP1,LDLR,LEPR,LILRA4,LILRB1,LMBR1L,LPAR1,LPAR2,LRP5,LRP8,LSR,LY9,NCAM1,NCR3,NECTIN1,NECTIN2,NEO1,NOTCH1,NOTCH3,NOTCH4,NPBWR2,NRP2,P2RY14,PDCD1,PDGFRB,PECAM1,PHEX,PILRA,PILRB,PLAUR,PLD2,PLGRKT,PLXNA1,PLXNB2,PLXND1,PTCH1,PTPRC,PTPRJ,PTPRK,RGMB,ROBO1,RTN4R,RTN4RL1,S1PR2,SCARB1,SCARF1,SDC3,SDC4,SELL,SELPLG,SIGLEC10,SLAMF1,SLAMF7,SLC16A1,SLC40A1,SORL1,STX1A,TFR2,TFRC,TGFBR2,TLR2,TLR6,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF4,TNFRSF8,TRAF2,TREM1,TYROBP,VSIR,ZNRF3",3737,3726,3883.18384112872,7463,1
"sig_CD58_1_y","CD58","ADCY1,APP,CCR7,CD4,CD40LG,CD63,CD84,CD8A,CD9,CSF2RA,CXCR4,F11R,F2R,GPR35,ICAM1,IFNGR2,IGFLR1,IL12RB1,IL17RA,IL23R,IL3RA,IL9R,ITGA5,ITGAM,KIT,KLRK1,LDLR,LEPR,NPBWR1,NRP1,NTNG2,NTRK1,PDE1B,PDGFRB,PECAM1,PLXNA1,PTCH1,PTPRK,PTPRM,ROBO3,SCARF1,SDC4,SIGLEC5,SORT1,STRA6,TGFBR1,THY1,TIE1,TNFRSF14,TNFRSF4,TNFRSF8,TNFRSF9,TSHR",430,313,753.395806963285,743,1
"sig_CD80_1_SMARTNxt100k_y","CD80","ACKR3,ACVR1,ACVR2A,ACVR2B,ADAM23,ADIPOR1,ADRA2B,ALOX5,AMFR,APLP2,APP,ATP1A3,ATP6AP2,BAMBI,BMPR1A,BMPR2,BTLA,CALCRL,CANX,CAV1,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CCRL2,CD151,CD180,CD200,CD200R1,CD22,CD244,CD248,CD27,CD28,CD38,CD4,CD40,CD40LG,CD44,CD46,CD47,CD48,CD5,CD53,CD55,CD6,CD63,CD69,CD7,CD74,CD79A,CD81,CD82,CD84,CD86,CD9,CD96,CDON,CEACAM1,CKAP4,CLEC1B,CLEC2B,CLEC2D,CNTNAP1,CR1,CR2,CRLF3,CRTAM,CSF1R,CSF2RB,CSF3R,CTLA4,CX3CR1,CXCR3,CXCR4,CXCR5,CXCR6,DCBLD2,DCHS1,DDR2,DIP2A,DPP4,EDAR,EFNB1,ENG,ENO1,EPHA1,EPHA4,EPHB3,EPHB4,EPHB6,EPOR,F11R,F2R,F2RL3,FAS,FGFR1,FGFR3,FGFR4,FLOT1,FLT1,FLT3,FPR3,FZD1,FZD6,FZD7,FZD9,GIPR,GLG1,GP1BA,GP6,GP9,GPR37L1,HAVCR1,HAVCR2,HRH2,HTR2B,HTR6,ICAM1,ICAM3,ICOS,ICOSLG,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGF1R,IL10RB,IL11RA,IL12RB1,IL12RB2,IL13RA1,IL15RA,IL17RA,IL18R1,IL1R1,IL1RL1,IL20RB,IL21R,IL27RA,IL2RA,IL2RB,IL4R,IL5RA,IL6R,IL6ST,IL7R,INSR,ITGA1,ITGA10,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGAE,ITGAL,ITGAX,ITGB2,ITGB3,ITGB5,ITGB7,JAM2,JAM3,JMJD6,KISS1R,KIT,KLRC1,KLRC2,KLRD1,KLRF1,KREMEN2,L1CAM,LAG3,LAMP2,LDLR,LEPR,LGR4,LIFR,LILRA4,LILRB2,LMBR1L,LPAR2,LRP11,LRP6,LSR,LTBR,LTK,LY9,MC1R,MCAM,MERTK,MET,MPL,MST1R,MYLK,NCR3,NCSTN,NEO1,NGFR,NOTCH2,NOTCH3,NPR2,NRCAM,NRP1,NT5E,NTRK1,NTSR1,OGFR,OLR1,OXTR,P2RY12,PDCD1,PDGFRA,PECAM1,PHEX,PLAUR,PLD2,PLGRKT,PLXDC1,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB2,PTGDR2,PTPRC,PTPRJ,PTPRK,PTPRM,PVR,PVRIG,RAMP1,RGMB,RNF43,RTN4R,RTN4RL1,S1PR2,SCARF1,SDC3,SELL,SELP,SELPLG,SIGLEC10,SIRPG,SLAMF1,SLAMF6,SLC16A1,SLC40A1,SORCS3,SORL1,SPN,ST14,STX1A,TBXA2R,TFRC,TGFBR1,TGFBR2,TGFBR3,THBD,TIGIT,TLR2,TMEM67,TMIGD2,TNFRSF10A,TNFRSF10D,TNFRSF11A,TNFRSF12A,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF19,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF4,TNFRSF8,TNFRSF9,TRAF2,TYRO3,VIPR1,ZNRF3",4479,4263,7525.33062543745,8742,6
"sig_CD80_2_SMARTNxt5k_y","CD80","ACVR2B,AMFR,APLP2,BTLA,CD200,CD248,CD27,CD28,CD4,CD40LG,CD44,CD47,CD48,CD5,CD55,CD69,CD7,CD74,CD84,CKAP4,CLEC2B,CLEC2D,CRTAM,CTLA4,CXCR3,DCBLD2,DDR2,DPP4,ENO1,F11R,HAVCR2,ICAM1,ICOS,IFNAR1,IL21R,IL2RA,IL2RB,IL4R,IL6ST,IL7R,ITGA10,ITGA2B,ITGA4,ITGA5,ITGB2,ITGB7,JAM3,LAG3,LDLR,LMBR1L,LSR,LY9,MYLK,NOTCH1,NOTCH2,NRCAM,NT5E,P2RY12,PDCD1,PLXNA1,PTPRC,PVRIG,SELL,SELPLG,SLAMF1,SLAMF6,SLC16A1,SLC40A1,ST14,TFRC,TGFBR1,TGFBR2,TNFRSF12A,TNFRSF1B,TNFRSF4,TNFRSF9",877,811,2728.06642582269,1688,6
"sig_CD80_3_SMARTCC100k_y","CD80","ACKR3,ACVR1,ACVR2A,ACVR2B,ADAM23,ADIPOR1,ADORA2B,ADRA2B,ALOX5,AMFR,APLP2,APP,ATP1A3,ATP6AP2,BAMBI,BMPR1A,BMPR2,BTLA,CANX,CAV1,CCR10,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CCRL2,CD151,CD200,CD200R1,CD226,CD244,CD248,CD27,CD28,CD38,CD4,CD40LG,CD44,CD46,CD47,CD48,CD5,CD53,CD55,CD6,CD63,CD69,CD7,CD74,CD79A,CD82,CD84,CD86,CD96,CEACAM1,CKAP4,CLEC1B,CLEC2B,CLEC2D,CNTNAP1,CR1,CR2,CRLF3,CRTAM,CSF2RB,CSF3R,CTLA4,CX3CR1,CXCR3,CXCR4,CXCR6,DAG1,DCBLD2,DCHS1,DDR2,DIP2A,DPP4,DSG2,EDAR,EFNB1,ENG,ENO1,EPHA1,EPHA4,EPHB3,EPHB4,EPOR,F11R,F2R,F2RL2,F2RL3,FAS,FGFR1,FGFR3,FGFR4,FLOT1,FLT1,FLT3,FPR3,FZD1,FZD3,FZD6,FZD7,FZD9,GIPR,GLG1,GP1BA,GP6,GP9,GPR19,HAVCR1,HAVCR2,HMMR,HRH2,HTR6,ICAM1,ICAM3,ICOS,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGF1R,IL10RB,IL11RA,IL12RB1,IL12RB2,IL15RA,IL17RA,IL18R1,IL1R1,IL1RL1,IL20RB,IL21R,IL27RA,IL2RA,IL2RB,IL4R,IL6R,IL6ST,IL7R,INSR,ITGA1,ITGA10,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGAE,ITGAL,ITGAX,ITGB2,ITGB3,ITGB5,ITGB7,JAM3,JMJD6,KCNJ10,KISS1R,KIT,KLRD1,KLRF1,KREMEN1,KREMEN2,LAG3,LAMP2,LDLR,LGR4,LIFR,LILRA4,LMBR1L,LRP11,LRP6,LSR,LTK,LY9,MC1R,MCAM,MERTK,MET,MYLK,NCSTN,NEO1,NGFR,NOTCH1,NOTCH2,NPR2,NPR3,NRCAM,NRP1,NT5E,NTNG2,NTSR1,OGFR,OLR1,OXTR,P2RY12,P2RY14,PDCD1,PECAM1,PLAUR,PLD2,PLXDC1,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB2,PLXNC1,PTCH2,PTPRC,PTPRJ,PTPRK,PTPRM,PVRIG,RET,RGMB,RNF43,RTN4R,RTN4RL1,SCARB1,SCARF1,SDC1,SDC3,SDC4,SELL,SELP,SELPLG,SIGLEC10,SIRPG,SLAMF1,SLAMF6,SLC16A1,SLC40A1,SORCS3,SORL1,SPN,ST14,STX1A,TACR1,TBXA2R,TFRC,TGFBR1,TGFBR2,TGFBR3,THBD,TIGIT,TLR2,TLR5,TMEM67,TMIGD2,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF11A,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF19,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF4,TNFRSF9,TRAF2,TYRO3,VASN,VIPR1,ZNRF3",4415,4200,7138.06296676134,8615,6
"sig_CD80_4_SMARTCC5k_y","CD80","ACVR2A,ACVR2B,AMFR,APLP2,BTLA,CD200,CD248,CD27,CD28,CD4,CD40LG,CD44,CD47,CD48,CD5,CD55,CD6,CD69,CD7,CD74,CD84,CKAP4,CLEC2B,CLEC2D,CRTAM,CTLA4,CX3CR1,CXCR3,DCBLD2,DCHS1,DDR2,DPP4,ENO1,F11R,FLOT1,FLT1,HAVCR2,ICAM1,ICOS,IFNAR1,IL21R,IL2RA,IL2RB,IL4R,IL6ST,IL7R,ITGA10,ITGA2B,ITGA4,ITGA5,ITGB2,ITGB3,ITGB7,JAM3,KLRD1,KREMEN2,LAG3,LDLR,LMBR1L,LSR,LY9,MYLK,NOTCH1,NOTCH2,NRCAM,NT5E,P2RY12,PDCD1,PLXNA1,PTPRC,PVRIG,RTN4RL1,SELL,SELPLG,SLAMF1,SLAMF6,SLC16A1,SLC40A1,ST14,TFRC,TGFBR1,TGFBR2,TMIGD2,TNFRSF12A,TNFRSF1B,TNFRSF4,TNFRSF9",1000,897,2915.99018330316,1897,6
"sig_CD80_5_Ampliseq100k_y","CD80","ABCA1,ACVR1,ACVR1B,ACVR2A,ACVR2B,ADAM23,ADIPOR2,ADORA2B,ADRA2B,ALOX5,AMFR,APLP2,APP,ATP1A3,ATP6AP2,AVPR1A,BMPR1A,BMPR2,BTLA,CCR4,CCR5,CCR6,CCRL2,CD151,CD180,CD2,CD200,CD200R1,CD226,CD244,CD248,CD27,CD274,CD28,CD38,CD4,CD40LG,CD44,CD47,CD48,CD5,CD55,CD6,CD63,CD69,CD7,CD74,CD79A,CD82,CD84,CD86,CD9,CD93,CDON,CEACAM1,CKAP4,CLEC1B,CLEC2B,CLEC2D,CNTNAP1,CR1,CR2,CRLF2,CRLF3,CRTAM,CSF2RA,CSF2RB,CSF3R,CTLA4,CXADR,CXCR6,DAG1,DCBLD2,DDR2,DIP2A,DPP4,DSG2,EDAR,EFNB1,ENO1,EPHA1,EPHA4,EPHB4,EPHB6,F11R,F2R,F2RL3,FAS,FGFR4,FLOT1,FLT3,FPR3,FZD5,FZD6,FZD7,FZD8,FZD9,GIPR,GLG1,GP1BA,GP6,GP9,GPR151,GPR35,GPR75,GRM4,HAVCR1,HAVCR2,ICAM3,ICOS,IFNAR1,IFNGR2,IGF1R,IL10RB,IL11RA,IL12RB1,IL12RB2,IL15RA,IL17RA,IL18R1,IL1R1,IL20RB,IL21R,IL2RA,IL2RB,IL2RG,IL3RA,IL4R,IL6R,IL6ST,IL7R,INSR,ITGA1,ITGA10,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA9,ITGAD,ITGAE,ITGAL,ITGAV,ITGB2,ITGB3,ITGB5,ITGB7,JAM3,KCNJ15,KIT,KLRC2,KLRD1,KLRF1,KLRK1,LAG3,LAMP1,LAMP2,LDLR,LGR4,LILRA4,LILRB1,LILRB2,LMBR1L,LRP5,LRP6,LSR,LTBR,LTK,LY9,MC1R,MCAM,MERTK,MET,MPL,NEO1,NGFR,NOTCH2,NRP1,NRXN2,NT5E,NTNG2,NTSR1,OGFR,OLR1,P2RY12,PDCD1,PDE1B,PILRA,PILRB,PLXDC2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB2,PTPRC,PTPRJ,PTPRK,PTPRM,PTPRS,PVRIG,RPSA,RTN4R,SCARB1,SCARF1,SCN5A,SDC3,SELL,SELP,SELPLG,SIRPA,SIRPG,SLAMF1,SLAMF6,SLC16A1,SLC40A1,SORCS3,SORL1,SPN,ST14,STX1A,TBXA2R,TFRC,TGFBR1,TGFBR3,THBD,TIGIT,TLR2,TMEM67,TMIGD2,TNFRSF10A,TNFRSF10D,TNFRSF11A,TNFRSF12A,TNFRSF13C,TNFRSF14,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF4,TNFRSF9,TYROBP,VASN,ZNRF3",3703,3446,7289.06090912332,7149,6
