ligand,receptor,lr_bias,scaled_bias,lr_bias_clean
CALR,CD44,1.047055385,1.0335501363544300,1.047055385
CALR,LRP1,1.047055385,1.0335501363544300,1.047055385
CALR,MTNR1A,1.047055385,1.0335501363544300,1.047055385
CALR,NCSTN,1.047055385,1.0335501363544300,1.047055385
CALR,LGR4,1.047055385,1.0335501363544300,1.047055385
CALR,EGFR,1.047055385,1.0335501363544300,1.047055385
CALR,MYLK,1.047055385,1.0335501363544300,1.047055385
CALR,IL7R,1.047055385,1.0335501363544300,1.047055385
CALR,CD40,1.047055385,1.0335501363544300,1.047055385
CALR,ITGA3,1.047055385,1.0335501363544300,1.047055385
CALR,ITGA2B,1.047055385,1.0335501363544300,1.047055385
CALR,ITGAV,1.047055385,1.0335501363544300,1.047055385
CALR,ITGA5,1.047055385,1.0335501363544300,1.047055385
CAMP,FPR2,20.04380314,4.395323554051310,20.04380314
CAMP,IGF1R,20.04380314,4.395323554051310,20.04380314
CCL19,CCR7,1.201807956,1.138688641014520,1.201807956
CCL19,ACKR4,1.201807956,1.138688641014520,1.201807956
CCL19,CXCR3,1.201807956,1.138688641014520,1.201807956
CCL19,CCRL2,1.201807956,1.138688641014520,1.201807956
CCL19,ACKR2,1.201807956,1.138688641014520,1.201807956
CCL19,CCR10,1.201807956,1.138688641014520,1.201807956
CCL19,NMUR2,1.201807956,1.138688641014520,1.201807956
CCL19,HRH4,1.201807956,1.138688641014520,1.201807956
CCL19,NMUR1,1.201807956,1.138688641014520,1.201807956
CCL19,LPAR2,1.201807956,1.138688641014520,1.201807956
CCL19,RXFP3,1.201807956,1.138688641014520,1.201807956
CCL19,HRH3,1.201807956,1.138688641014520,1.201807956
CCL19,PTGDR2,1.201807956,1.138688641014520,1.201807956
CCL19,CXCR6,1.201807956,1.138688641014520,1.201807956
CCL19,GALR2,1.201807956,1.138688641014520,1.201807956
CCL19,GALR3,1.201807956,1.138688641014520,1.201807956
CCL19,HTR1A,1.201807956,1.138688641014520,1.201807956
CCL19,FPR1,1.201807956,1.138688641014520,1.201807956
CCL19,C5AR1,1.201807956,1.138688641014520,1.201807956
CCL19,CXCR1,1.201807956,1.138688641014520,1.201807956
CCL19,CXCR2,1.201807956,1.138688641014520,1.201807956
CCL19,FPR2,1.201807956,1.138688641014520,1.201807956
CCL19,ACKR3,1.201807956,1.138688641014520,1.201807956
CCL19,NPY1R,1.201807956,1.138688641014520,1.201807956
CCL19,HTR1D,1.201807956,1.138688641014520,1.201807956
CCL19,HTR1B,1.201807956,1.138688641014520,1.201807956
CCL19,BDKRB2,1.201807956,1.138688641014520,1.201807956
CCL19,SSTR1,1.201807956,1.138688641014520,1.201807956
CCL19,SSTR2,1.201807956,1.138688641014520,1.201807956
CCL19,HTR1F,1.201807956,1.138688641014520,1.201807956
CCL19,SSTR4,1.201807956,1.138688641014520,1.201807956
CCL19,CCR1,1.201807956,1.138688641014520,1.201807956
CCL19,CXCR5,1.201807956,1.138688641014520,1.201807956
CCL19,SSTR3,1.201807956,1.138688641014520,1.201807956
CCL19,SSTR5,1.201807956,1.138688641014520,1.201807956
CCL19,OPRM1,1.201807956,1.138688641014520,1.201807956
CCL19,APLNR,1.201807956,1.138688641014520,1.201807956
CCL19,OPRD1,1.201807956,1.138688641014520,1.201807956
CCL19,OPRK1,1.201807956,1.138688641014520,1.201807956
CCL19,OPRL1,1.201807956,1.138688641014520,1.201807956
CCL19,CCR2,1.201807956,1.138688641014520,1.201807956
CCL19,BDKRB1,1.201807956,1.138688641014520,1.201807956
CCL19,GALR1,1.201807956,1.138688641014520,1.201807956
CCL19,HTR5A,1.201807956,1.138688641014520,1.201807956
CCL19,MTNR1A,1.201807956,1.138688641014520,1.201807956
CCL19,NPBWR1,1.201807956,1.138688641014520,1.201807956
CCL19,NPY2R,1.201807956,1.138688641014520,1.201807956
CCL19,MTNR1B,1.201807956,1.138688641014520,1.201807956
CCL19,AGTR2,1.201807956,1.138688641014520,1.201807956
CCL19,NPY4R,1.201807956,1.138688641014520,1.201807956
CCL19,CCR3,1.201807956,1.138688641014520,1.201807956
CCL19,CCR4,1.201807956,1.138688641014520,1.201807956
CCL19,CCR5,1.201807956,1.138688641014520,1.201807956
CCL19,CCR6,1.201807956,1.138688641014520,1.201807956
CCL19,CCR8,1.201807956,1.138688641014520,1.201807956
CCL19,CCR9,1.201807956,1.138688641014520,1.201807956
CCL19,CXCR4,1.201807956,1.138688641014520,1.201807956
CCL19,GRM4,1.201807956,1.138688641014520,1.201807956
CCL19,P2RY14,1.201807956,1.138688641014520,1.201807956
CCL19,NPY5R,1.201807956,1.138688641014520,1.201807956
CCL19,C3AR1,1.201807956,1.138688641014520,1.201807956
CCL19,RXFP4,1.201807956,1.138688641014520,1.201807956
CCL19,LPAR1,1.201807956,1.138688641014520,1.201807956
CCL19,MCHR1,1.201807956,1.138688641014520,1.201807956
CCL19,P2RY13,1.201807956,1.138688641014520,1.201807956
CCL19,SUCNR1,1.201807956,1.138688641014520,1.201807956
CCL19,HCAR1,1.201807956,1.138688641014520,1.201807956
CCL19,LPAR5,1.201807956,1.138688641014520,1.201807956
CCL19,S1PR5,1.201807956,1.138688641014520,1.201807956
CCL19,P2RY12,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R16,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R14,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R13,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R10,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R7,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R4,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R3,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R1,1.201807956,1.138688641014520,1.201807956
CCL19,GABBR1,1.201807956,1.138688641014520,1.201807956
CCL19,LPAR3,1.201807956,1.138688641014520,1.201807956
CCL19,GPR55,1.201807956,1.138688641014520,1.201807956
CCL19,GRM8,1.201807956,1.138688641014520,1.201807956
CCL19,GRM6,1.201807956,1.138688641014520,1.201807956
CCL19,GABBR2,1.201807956,1.138688641014520,1.201807956
CCL19,S1PR2,1.201807956,1.138688641014520,1.201807956
CCL19,S1PR4,1.201807956,1.138688641014520,1.201807956
CCL19,CHRM2,1.201807956,1.138688641014520,1.201807956
CCL19,CHRM4,1.201807956,1.138688641014520,1.201807956
CCL19,ADRA2A,1.201807956,1.138688641014520,1.201807956
CCL19,ADORA3,1.201807956,1.138688641014520,1.201807956
CCL19,DRD2,1.201807956,1.138688641014520,1.201807956
CCL19,ADRA2B,1.201807956,1.138688641014520,1.201807956
CCL19,ADRA2C,1.201807956,1.138688641014520,1.201807956
CCL19,S1PR1,1.201807956,1.138688641014520,1.201807956
CCL19,CNR1,1.201807956,1.138688641014520,1.201807956
CCL19,DRD4,1.201807956,1.138688641014520,1.201807956
CCL19,ADORA1,1.201807956,1.138688641014520,1.201807956
CCL19,CNR2,1.201807956,1.138688641014520,1.201807956
CCL19,DRD3,1.201807956,1.138688641014520,1.201807956
CCL19,CASR,1.201807956,1.138688641014520,1.201807956
CCL19,PTGER3,1.201807956,1.138688641014520,1.201807956
CCL19,HCAR3,1.201807956,1.138688641014520,1.201807956
CCL19,P2RY4,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R38,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R39,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R40,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R41,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R31,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R46,1.201807956,1.138688641014520,1.201807956
CCL19,TAS2R60,1.201807956,1.138688641014520,1.201807956
CCL19,GPR17,1.201807956,1.138688641014520,1.201807956
CCL19,GPR18,1.201807956,1.138688641014520,1.201807956
CCL19,GRM2,1.201807956,1.138688641014520,1.201807956
CCL19,GRM7,1.201807956,1.138688641014520,1.201807956
CCL19,GRM3,1.201807956,1.138688641014520,1.201807956
CCL19,HCAR2,1.201807956,1.138688641014520,1.201807956
CCL19,OXGR1,1.201807956,1.138688641014520,1.201807956
CCL19,S1PR3,1.201807956,1.138688641014520,1.201807956
CCL19,GPER1,1.201807956,1.138688641014520,1.201807956
CCL2,CCR2,1.386281493,1.2547642377528800,1.386281493
CCL2,ACKR1,1.386281493,1.2547642377528800,1.386281493
CCL2,ACKR2,1.386281493,1.2547642377528800,1.386281493
CCL2,CCR5,1.386281493,1.2547642377528800,1.386281493
CCL2,CCR3,1.386281493,1.2547642377528800,1.386281493
CCL2,CCR1,1.386281493,1.2547642377528800,1.386281493
CCL2,CCR4,1.386281493,1.2547642377528800,1.386281493
CCL2,ACKR4,1.386281493,1.2547642377528800,1.386281493
CCL2,CCR10,1.386281493,1.2547642377528800,1.386281493
CCL20,CCR6,1.68783114,1.426442505253270,1.68783114
CCL20,CXCR3,1.68783114,1.426442505253270,1.68783114
CCL20,GRM4,1.68783114,1.426442505253270,1.68783114
CCL20,P2RY14,1.68783114,1.426442505253270,1.68783114
CCL20,NPY5R,1.68783114,1.426442505253270,1.68783114
CCL20,C3AR1,1.68783114,1.426442505253270,1.68783114
CCL20,RXFP4,1.68783114,1.426442505253270,1.68783114
CCL20,LPAR1,1.68783114,1.426442505253270,1.68783114
CCL20,MCHR1,1.68783114,1.426442505253270,1.68783114
CCL20,NMUR2,1.68783114,1.426442505253270,1.68783114
CCL20,HRH4,1.68783114,1.426442505253270,1.68783114
CCL20,NMUR1,1.68783114,1.426442505253270,1.68783114
CCL20,LPAR2,1.68783114,1.426442505253270,1.68783114
CCL20,RXFP3,1.68783114,1.426442505253270,1.68783114
CCL20,HRH3,1.68783114,1.426442505253270,1.68783114
CCL20,PTGDR2,1.68783114,1.426442505253270,1.68783114
CCL20,CXCR6,1.68783114,1.426442505253270,1.68783114
CCL20,GALR2,1.68783114,1.426442505253270,1.68783114
CCL20,GALR3,1.68783114,1.426442505253270,1.68783114
CCL20,HTR1A,1.68783114,1.426442505253270,1.68783114
CCL20,FPR1,1.68783114,1.426442505253270,1.68783114
CCL20,C5AR1,1.68783114,1.426442505253270,1.68783114
CCL20,CXCR1,1.68783114,1.426442505253270,1.68783114
CCL20,CXCR2,1.68783114,1.426442505253270,1.68783114
CCL20,FPR2,1.68783114,1.426442505253270,1.68783114
CCL20,ACKR3,1.68783114,1.426442505253270,1.68783114
CCL20,NPY1R,1.68783114,1.426442505253270,1.68783114
CCL20,HTR1D,1.68783114,1.426442505253270,1.68783114
CCL20,HTR1B,1.68783114,1.426442505253270,1.68783114
CCL20,BDKRB2,1.68783114,1.426442505253270,1.68783114
CCL20,SSTR1,1.68783114,1.426442505253270,1.68783114
CCL20,SSTR2,1.68783114,1.426442505253270,1.68783114
CCL20,HTR1F,1.68783114,1.426442505253270,1.68783114
CCL20,SSTR4,1.68783114,1.426442505253270,1.68783114
CCL20,CCR1,1.68783114,1.426442505253270,1.68783114
CCL20,CCR7,1.68783114,1.426442505253270,1.68783114
CCL20,CXCR5,1.68783114,1.426442505253270,1.68783114
CCL20,SSTR3,1.68783114,1.426442505253270,1.68783114
CCL20,SSTR5,1.68783114,1.426442505253270,1.68783114
CCL20,OPRM1,1.68783114,1.426442505253270,1.68783114
CCL20,APLNR,1.68783114,1.426442505253270,1.68783114
CCL20,OPRD1,1.68783114,1.426442505253270,1.68783114
CCL20,OPRK1,1.68783114,1.426442505253270,1.68783114
CCL20,OPRL1,1.68783114,1.426442505253270,1.68783114
CCL20,CCR2,1.68783114,1.426442505253270,1.68783114
CCL20,CCR10,1.68783114,1.426442505253270,1.68783114
CCL20,BDKRB1,1.68783114,1.426442505253270,1.68783114
CCL20,GALR1,1.68783114,1.426442505253270,1.68783114
CCL20,HTR5A,1.68783114,1.426442505253270,1.68783114
CCL20,MTNR1A,1.68783114,1.426442505253270,1.68783114
CCL20,NPBWR1,1.68783114,1.426442505253270,1.68783114
CCL20,NPY2R,1.68783114,1.426442505253270,1.68783114
CCL20,MTNR1B,1.68783114,1.426442505253270,1.68783114
CCL20,AGTR2,1.68783114,1.426442505253270,1.68783114
CCL20,NPY4R,1.68783114,1.426442505253270,1.68783114
CCL20,CCR3,1.68783114,1.426442505253270,1.68783114
CCL20,CCR4,1.68783114,1.426442505253270,1.68783114
CCL20,CCR5,1.68783114,1.426442505253270,1.68783114
CCL20,CCR8,1.68783114,1.426442505253270,1.68783114
CCL20,CCR9,1.68783114,1.426442505253270,1.68783114
CCL20,CXCR4,1.68783114,1.426442505253270,1.68783114
CCL20,GPR17,1.68783114,1.426442505253270,1.68783114
CCL20,GPR18,1.68783114,1.426442505253270,1.68783114
CCL20,GRM2,1.68783114,1.426442505253270,1.68783114
CCL20,GRM7,1.68783114,1.426442505253270,1.68783114
CCL20,GRM3,1.68783114,1.426442505253270,1.68783114
CCL20,HCAR2,1.68783114,1.426442505253270,1.68783114
CCL20,OXGR1,1.68783114,1.426442505253270,1.68783114
CCL20,S1PR3,1.68783114,1.426442505253270,1.68783114
CCL20,GPER1,1.68783114,1.426442505253270,1.68783114
CCL20,P2RY13,1.68783114,1.426442505253270,1.68783114
CCL20,SUCNR1,1.68783114,1.426442505253270,1.68783114
CCL20,HCAR1,1.68783114,1.426442505253270,1.68783114
CCL20,LPAR5,1.68783114,1.426442505253270,1.68783114
CCL20,S1PR5,1.68783114,1.426442505253270,1.68783114
CCL20,P2RY12,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R16,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R14,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R13,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R10,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R7,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R4,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R3,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R1,1.68783114,1.426442505253270,1.68783114
CCL20,GABBR1,1.68783114,1.426442505253270,1.68783114
CCL20,LPAR3,1.68783114,1.426442505253270,1.68783114
CCL20,GPR55,1.68783114,1.426442505253270,1.68783114
CCL20,GRM8,1.68783114,1.426442505253270,1.68783114
CCL20,GRM6,1.68783114,1.426442505253270,1.68783114
CCL20,GABBR2,1.68783114,1.426442505253270,1.68783114
CCL20,S1PR2,1.68783114,1.426442505253270,1.68783114
CCL20,S1PR4,1.68783114,1.426442505253270,1.68783114
CCL20,CHRM2,1.68783114,1.426442505253270,1.68783114
CCL20,CHRM4,1.68783114,1.426442505253270,1.68783114
CCL20,ADRA2A,1.68783114,1.426442505253270,1.68783114
CCL20,ADORA3,1.68783114,1.426442505253270,1.68783114
CCL20,DRD2,1.68783114,1.426442505253270,1.68783114
CCL20,ADRA2B,1.68783114,1.426442505253270,1.68783114
CCL20,ADRA2C,1.68783114,1.426442505253270,1.68783114
CCL20,S1PR1,1.68783114,1.426442505253270,1.68783114
CCL20,CNR1,1.68783114,1.426442505253270,1.68783114
CCL20,DRD4,1.68783114,1.426442505253270,1.68783114
CCL20,ADORA1,1.68783114,1.426442505253270,1.68783114
CCL20,CNR2,1.68783114,1.426442505253270,1.68783114
CCL20,DRD3,1.68783114,1.426442505253270,1.68783114
CCL20,CASR,1.68783114,1.426442505253270,1.68783114
CCL20,PTGER3,1.68783114,1.426442505253270,1.68783114
CCL20,HCAR3,1.68783114,1.426442505253270,1.68783114
CCL20,P2RY4,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R38,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R39,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R40,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R41,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R31,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R46,1.68783114,1.426442505253270,1.68783114
CCL20,TAS2R60,1.68783114,1.426442505253270,1.68783114
CCL21,CCR7,0.406630997,0.4922439144883110,0.406630997
CCL21,ACKR4,0.406630997,0.4922439144883110,0.406630997
CCL21,CXCR3,0.406630997,0.4922439144883110,0.406630997
CCL21,ACKR2,0.406630997,0.4922439144883110,0.406630997
CCL21,GALR2,0.406630997,0.4922439144883110,0.406630997
CCL21,GALR3,0.406630997,0.4922439144883110,0.406630997
CCL21,HTR1A,0.406630997,0.4922439144883110,0.406630997
CCL21,FPR1,0.406630997,0.4922439144883110,0.406630997
CCL21,C5AR1,0.406630997,0.4922439144883110,0.406630997
CCL21,CXCR1,0.406630997,0.4922439144883110,0.406630997
CCL21,CXCR2,0.406630997,0.4922439144883110,0.406630997
CCL21,FPR2,0.406630997,0.4922439144883110,0.406630997
CCL21,ACKR3,0.406630997,0.4922439144883110,0.406630997
CCL21,NPY1R,0.406630997,0.4922439144883110,0.406630997
CCL21,HTR1D,0.406630997,0.4922439144883110,0.406630997
CCL21,HTR1B,0.406630997,0.4922439144883110,0.406630997
CCL21,BDKRB2,0.406630997,0.4922439144883110,0.406630997
CCL21,SSTR1,0.406630997,0.4922439144883110,0.406630997
CCL21,SSTR2,0.406630997,0.4922439144883110,0.406630997
CCL21,HTR1F,0.406630997,0.4922439144883110,0.406630997
CCL21,SSTR4,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR1,0.406630997,0.4922439144883110,0.406630997
CCL21,CXCR5,0.406630997,0.4922439144883110,0.406630997
CCL21,SSTR3,0.406630997,0.4922439144883110,0.406630997
CCL21,SSTR5,0.406630997,0.4922439144883110,0.406630997
CCL21,OPRM1,0.406630997,0.4922439144883110,0.406630997
CCL21,APLNR,0.406630997,0.4922439144883110,0.406630997
CCL21,OPRD1,0.406630997,0.4922439144883110,0.406630997
CCL21,OPRK1,0.406630997,0.4922439144883110,0.406630997
CCL21,OPRL1,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR2,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR10,0.406630997,0.4922439144883110,0.406630997
CCL21,BDKRB1,0.406630997,0.4922439144883110,0.406630997
CCL21,GALR1,0.406630997,0.4922439144883110,0.406630997
CCL21,HTR5A,0.406630997,0.4922439144883110,0.406630997
CCL21,MTNR1A,0.406630997,0.4922439144883110,0.406630997
CCL21,NPBWR1,0.406630997,0.4922439144883110,0.406630997
CCL21,NPY2R,0.406630997,0.4922439144883110,0.406630997
CCL21,MTNR1B,0.406630997,0.4922439144883110,0.406630997
CCL21,AGTR2,0.406630997,0.4922439144883110,0.406630997
CCL21,NPY4R,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR3,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR4,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR5,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR6,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR8,0.406630997,0.4922439144883110,0.406630997
CCL21,CCR9,0.406630997,0.4922439144883110,0.406630997
CCL21,CXCR4,0.406630997,0.4922439144883110,0.406630997
CCL21,GRM4,0.406630997,0.4922439144883110,0.406630997
CCL21,P2RY14,0.406630997,0.4922439144883110,0.406630997
CCL21,NPY5R,0.406630997,0.4922439144883110,0.406630997
CCL21,C3AR1,0.406630997,0.4922439144883110,0.406630997
CCL21,RXFP4,0.406630997,0.4922439144883110,0.406630997
CCL21,LPAR1,0.406630997,0.4922439144883110,0.406630997
CCL21,MCHR1,0.406630997,0.4922439144883110,0.406630997
CCL21,NMUR2,0.406630997,0.4922439144883110,0.406630997
CCL21,HRH4,0.406630997,0.4922439144883110,0.406630997
CCL21,NMUR1,0.406630997,0.4922439144883110,0.406630997
CCL21,LPAR2,0.406630997,0.4922439144883110,0.406630997
CCL21,RXFP3,0.406630997,0.4922439144883110,0.406630997
CCL21,HRH3,0.406630997,0.4922439144883110,0.406630997
CCL21,PTGDR2,0.406630997,0.4922439144883110,0.406630997
CCL21,CXCR6,0.406630997,0.4922439144883110,0.406630997
CCL21,GRM6,0.406630997,0.4922439144883110,0.406630997
CCL21,GABBR2,0.406630997,0.4922439144883110,0.406630997
CCL21,S1PR2,0.406630997,0.4922439144883110,0.406630997
CCL21,S1PR4,0.406630997,0.4922439144883110,0.406630997
CCL21,CHRM2,0.406630997,0.4922439144883110,0.406630997
CCL21,CHRM4,0.406630997,0.4922439144883110,0.406630997
CCL21,ADRA2A,0.406630997,0.4922439144883110,0.406630997
CCL21,ADORA3,0.406630997,0.4922439144883110,0.406630997
CCL21,DRD2,0.406630997,0.4922439144883110,0.406630997
CCL21,ADRA2B,0.406630997,0.4922439144883110,0.406630997
CCL21,ADRA2C,0.406630997,0.4922439144883110,0.406630997
CCL21,S1PR1,0.406630997,0.4922439144883110,0.406630997
CCL21,CNR1,0.406630997,0.4922439144883110,0.406630997
CCL21,DRD4,0.406630997,0.4922439144883110,0.406630997
CCL21,ADORA1,0.406630997,0.4922439144883110,0.406630997
CCL21,CNR2,0.406630997,0.4922439144883110,0.406630997
CCL21,DRD3,0.406630997,0.4922439144883110,0.406630997
CCL21,CASR,0.406630997,0.4922439144883110,0.406630997
CCL21,PTGER3,0.406630997,0.4922439144883110,0.406630997
CCL21,HCAR3,0.406630997,0.4922439144883110,0.406630997
CCL21,P2RY4,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R38,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R39,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R40,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R41,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R31,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R46,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R60,0.406630997,0.4922439144883110,0.406630997
CCL21,GPR17,0.406630997,0.4922439144883110,0.406630997
CCL21,GPR18,0.406630997,0.4922439144883110,0.406630997
CCL21,GRM2,0.406630997,0.4922439144883110,0.406630997
CCL21,GRM7,0.406630997,0.4922439144883110,0.406630997
CCL21,GRM3,0.406630997,0.4922439144883110,0.406630997
CCL21,HCAR2,0.406630997,0.4922439144883110,0.406630997
CCL21,OXGR1,0.406630997,0.4922439144883110,0.406630997
CCL21,S1PR3,0.406630997,0.4922439144883110,0.406630997
CCL21,GPER1,0.406630997,0.4922439144883110,0.406630997
CCL21,P2RY13,0.406630997,0.4922439144883110,0.406630997
CCL21,SUCNR1,0.406630997,0.4922439144883110,0.406630997
CCL21,HCAR1,0.406630997,0.4922439144883110,0.406630997
CCL21,LPAR5,0.406630997,0.4922439144883110,0.406630997
CCL21,S1PR5,0.406630997,0.4922439144883110,0.406630997
CCL21,P2RY12,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R16,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R14,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R13,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R10,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R7,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R4,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R3,0.406630997,0.4922439144883110,0.406630997
CCL21,TAS2R1,0.406630997,0.4922439144883110,0.406630997
CCL21,GABBR1,0.406630997,0.4922439144883110,0.406630997
CCL21,LPAR3,0.406630997,0.4922439144883110,0.406630997
CCL21,GPR55,0.406630997,0.4922439144883110,0.406630997
CCL21,GRM8,0.406630997,0.4922439144883110,0.406630997
CCL26,CCR3,0.134791593,0.18242736768989400,0.134791593
CCL26,ACKR2,0.134791593,0.18242736768989400,0.134791593
CCL26,CCR2,0.134791593,0.18242736768989400,0.134791593
CCL26,CCR1,0.134791593,0.18242736768989400,0.134791593
CCL26,CCR5,0.134791593,0.18242736768989400,0.134791593
CCL26,CX3CR1,0.134791593,0.18242736768989400,0.134791593
CCL28,CCR3,0.292239906,0.369873933086402,0.292239906
CCL28,CCR10,0.292239906,0.369873933086402,0.292239906
CCL28,ACKR2,0.292239906,0.369873933086402,0.292239906
CCL28,RXFP3,0.292239906,0.369873933086402,0.292239906
CCL28,HRH3,0.292239906,0.369873933086402,0.292239906
CCL28,PTGDR2,0.292239906,0.369873933086402,0.292239906
CCL28,ACKR4,0.292239906,0.369873933086402,0.292239906
CCL28,CXCR6,0.292239906,0.369873933086402,0.292239906
CCL28,GALR2,0.292239906,0.369873933086402,0.292239906
CCL28,GALR3,0.292239906,0.369873933086402,0.292239906
CCL28,HTR1A,0.292239906,0.369873933086402,0.292239906
CCL28,FPR1,0.292239906,0.369873933086402,0.292239906
CCL28,C5AR1,0.292239906,0.369873933086402,0.292239906
CCL28,CXCR1,0.292239906,0.369873933086402,0.292239906
CCL28,CXCR2,0.292239906,0.369873933086402,0.292239906
CCL28,FPR2,0.292239906,0.369873933086402,0.292239906
CCL28,ACKR3,0.292239906,0.369873933086402,0.292239906
CCL28,NPY1R,0.292239906,0.369873933086402,0.292239906
CCL28,HTR1D,0.292239906,0.369873933086402,0.292239906
CCL28,HTR1B,0.292239906,0.369873933086402,0.292239906
CCL28,BDKRB2,0.292239906,0.369873933086402,0.292239906
CCL28,SSTR1,0.292239906,0.369873933086402,0.292239906
CCL28,SSTR2,0.292239906,0.369873933086402,0.292239906
CCL28,HTR1F,0.292239906,0.369873933086402,0.292239906
CCL28,SSTR4,0.292239906,0.369873933086402,0.292239906
CCL28,CCR1,0.292239906,0.369873933086402,0.292239906
CCL28,CCR7,0.292239906,0.369873933086402,0.292239906
CCL28,CXCR5,0.292239906,0.369873933086402,0.292239906
CCL28,SSTR3,0.292239906,0.369873933086402,0.292239906
CCL28,SSTR5,0.292239906,0.369873933086402,0.292239906
CCL28,OPRM1,0.292239906,0.369873933086402,0.292239906
CCL28,APLNR,0.292239906,0.369873933086402,0.292239906
CCL28,OPRD1,0.292239906,0.369873933086402,0.292239906
CCL28,OPRK1,0.292239906,0.369873933086402,0.292239906
CCL28,OPRL1,0.292239906,0.369873933086402,0.292239906
CCL28,CCR2,0.292239906,0.369873933086402,0.292239906
CCL28,BDKRB1,0.292239906,0.369873933086402,0.292239906
CCL28,GALR1,0.292239906,0.369873933086402,0.292239906
CCL28,HTR5A,0.292239906,0.369873933086402,0.292239906
CCL28,MTNR1A,0.292239906,0.369873933086402,0.292239906
CCL28,NPBWR1,0.292239906,0.369873933086402,0.292239906
CCL28,NPY2R,0.292239906,0.369873933086402,0.292239906
CCL28,MTNR1B,0.292239906,0.369873933086402,0.292239906
CCL28,CXCR3,0.292239906,0.369873933086402,0.292239906
CCL28,AGTR2,0.292239906,0.369873933086402,0.292239906
CCL28,NPY4R,0.292239906,0.369873933086402,0.292239906
CCL28,CCR4,0.292239906,0.369873933086402,0.292239906
CCL28,CCR5,0.292239906,0.369873933086402,0.292239906
CCL28,CCR6,0.292239906,0.369873933086402,0.292239906
CCL28,CCR8,0.292239906,0.369873933086402,0.292239906
CCL28,CCR9,0.292239906,0.369873933086402,0.292239906
CCL28,CXCR4,0.292239906,0.369873933086402,0.292239906
CCL28,GRM4,0.292239906,0.369873933086402,0.292239906
CCL28,P2RY14,0.292239906,0.369873933086402,0.292239906
CCL28,NPY5R,0.292239906,0.369873933086402,0.292239906
CCL28,C3AR1,0.292239906,0.369873933086402,0.292239906
CCL28,RXFP4,0.292239906,0.369873933086402,0.292239906
CCL28,LPAR1,0.292239906,0.369873933086402,0.292239906
CCL28,MCHR1,0.292239906,0.369873933086402,0.292239906
CCL28,NMUR2,0.292239906,0.369873933086402,0.292239906
CCL28,HRH4,0.292239906,0.369873933086402,0.292239906
CCL28,NMUR1,0.292239906,0.369873933086402,0.292239906
CCL28,LPAR2,0.292239906,0.369873933086402,0.292239906
CCL28,TAS2R16,0.292239906,0.369873933086402,0.292239906
CCL28,TAS2R14,0.292239906,0.369873933086402,0.292239906
