ligand,receptor,lr_bias,scaled_bias,lr_bias_clean
ANGPT1,TEK,0.698908009,0.7646077368349590,0.698908009
ANGPT1,TIE1,0.698908009,0.7646077368349590,0.698908009
ANGPT1,ITGA5,0.698908009,0.7646077368349590,0.698908009
ANGPT2,TEK,1.891304274,1.5317204426066400,1.891304274
ANGPT2,ITGA5,1.891304274,1.5317204426066400,1.891304274
ANGPT2,ITGB1,1.891304274,1.5317204426066400,1.891304274
ANGPTL2,ITGA5,inf,6.225386744439020,73.8217987605
ANGPTL2,ITGB1,inf,6.225386744439020,73.8217987605
ANGPTL2,TLR4,inf,6.225386744439020,73.8217987605
ANGPTL2,LILRB3,inf,6.225386744439020,73.8217987605
ANGPTL3,ITGAV,0.991895567,0.9941420103975910,0.991895567
ANGPTL3,ITGB3,0.991895567,0.9941420103975910,0.991895567
ANGPTL4,ITGA5,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,ITGB1,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,ITGAV,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,ITGB3,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,CDH5,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,CDH11,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,SDC1,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,SDC2,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,SDC3,0.782066606,0.8335512596152310,0.782066606
ANGPTL4,SDC4,0.782066606,0.8335512596152310,0.782066606
ANXA1,FPR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,FPR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,FPR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,EPHA5,0.631094405,0.7058402852281020,0.631094405
ANXA1,HMMR,0.631094405,0.7058402852281020,0.631094405
ANXA1,LIFR,0.631094405,0.7058402852281020,0.631094405
ANXA1,DDR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR1A,0.631094405,0.7058402852281020,0.631094405
ANXA1,TACR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,C5AR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,EDNRB,0.631094405,0.7058402852281020,0.631094405
ANXA1,CXCR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,CXCR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,EDNRA,0.631094405,0.7058402852281020,0.631094405
ANXA1,TACR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,ACKR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,F2R,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPY1R,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR1D,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR1B,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR2A,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR2C,0.631094405,0.7058402852281020,0.631094405
ANXA1,NMBR,0.631094405,0.7058402852281020,0.631094405
ANXA1,TACR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,BDKRB2,0.631094405,0.7058402852281020,0.631094405
ANXA1,GRPR,0.631094405,0.7058402852281020,0.631094405
ANXA1,AGTR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,OXTR,0.631094405,0.7058402852281020,0.631094405
ANXA1,SSTR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,SSTR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR1F,0.631094405,0.7058402852281020,0.631094405
ANXA1,GNRHR,0.631094405,0.7058402852281020,0.631094405
ANXA1,NTSR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,SSTR4,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCKAR,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCKBR,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR7,0.631094405,0.7058402852281020,0.631094405
ANXA1,CXCR5,0.631094405,0.7058402852281020,0.631094405
ANXA1,SSTR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,TRHR,0.631094405,0.7058402852281020,0.631094405
ANXA1,SSTR5,0.631094405,0.7058402852281020,0.631094405
ANXA1,HRH1,0.631094405,0.7058402852281020,0.631094405
ANXA1,OPRM1,0.631094405,0.7058402852281020,0.631094405
ANXA1,APLNR,0.631094405,0.7058402852281020,0.631094405
ANXA1,BMPR1A,0.631094405,0.7058402852281020,0.631094405
ANXA1,AVPR1A,0.631094405,0.7058402852281020,0.631094405
ANXA1,OPRD1,0.631094405,0.7058402852281020,0.631094405
ANXA1,OPRK1,0.631094405,0.7058402852281020,0.631094405
ANXA1,OPRL1,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR2B,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR10,0.631094405,0.7058402852281020,0.631094405
ANXA1,XCR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,BDKRB1,0.631094405,0.7058402852281020,0.631094405
ANXA1,GALR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,GCGR,0.631094405,0.7058402852281020,0.631094405
ANXA1,HTR5A,0.631094405,0.7058402852281020,0.631094405
ANXA1,AVPR1B,0.631094405,0.7058402852281020,0.631094405
ANXA1,MTNR1A,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPBWR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPY2R,0.631094405,0.7058402852281020,0.631094405
ANXA1,MTNR1B,0.631094405,0.7058402852281020,0.631094405
ANXA1,CXCR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,AGTR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPY4R,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR4,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR5,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR6,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR8,0.631094405,0.7058402852281020,0.631094405
ANXA1,CCR9,0.631094405,0.7058402852281020,0.631094405
ANXA1,F2RL1,0.631094405,0.7058402852281020,0.631094405
ANXA1,CXCR4,0.631094405,0.7058402852281020,0.631094405
ANXA1,GRM4,0.631094405,0.7058402852281020,0.631094405
ANXA1,P2RY14,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPY5R,0.631094405,0.7058402852281020,0.631094405
ANXA1,C3AR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPSR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,PROKR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,PROKR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,RXFP4,0.631094405,0.7058402852281020,0.631094405
ANXA1,LPAR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,GHSR,0.631094405,0.7058402852281020,0.631094405
ANXA1,KISS1R,0.631094405,0.7058402852281020,0.631094405
ANXA1,QRFPR,0.631094405,0.7058402852281020,0.631094405
ANXA1,F2RL3,0.631094405,0.7058402852281020,0.631094405
ANXA1,LPAR4,0.631094405,0.7058402852281020,0.631094405
ANXA1,MCHR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,NMUR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPFFR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,HRH4,0.631094405,0.7058402852281020,0.631094405
ANXA1,NMUR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,LPAR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,RXFP3,0.631094405,0.7058402852281020,0.631094405
ANXA1,UTS2R,0.631094405,0.7058402852281020,0.631094405
ANXA1,HRH3,0.631094405,0.7058402852281020,0.631094405
ANXA1,NPFFR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,PTGDR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,EGFR,0.631094405,0.7058402852281020,0.631094405
ANXA1,CD4,0.631094405,0.7058402852281020,0.631094405
ANXA1,PTPRF,0.631094405,0.7058402852281020,0.631094405
ANXA1,ERBB2,0.631094405,0.7058402852281020,0.631094405
ANXA1,MET,0.631094405,0.7058402852281020,0.631094405
ANXA1,FAS,0.631094405,0.7058402852281020,0.631094405
ANXA1,CD44,0.631094405,0.7058402852281020,0.631094405
ANXA1,F2RL2,0.631094405,0.7058402852281020,0.631094405
ANXA1,CXCR6,0.631094405,0.7058402852281020,0.631094405
ANXA1,GALR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,HCRTR1,0.631094405,0.7058402852281020,0.631094405
ANXA1,HCRTR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,GALR3,0.631094405,0.7058402852281020,0.631094405
ANXA1,NTSR2,0.631094405,0.7058402852281020,0.631094405
ANXA1,ITGA4,0.631094405,0.7058402852281020,0.631094405
ANXA1,VCAM1,0.631094405,0.7058402852281020,0.631094405
APLN,APLNR,0.335605159,0.4174935711771440,0.335605159
APLN,HRH3,0.335605159,0.4174935711771440,0.335605159
APLN,PTGDR2,0.335605159,0.4174935711771440,0.335605159
APLN,CXCR6,0.335605159,0.4174935711771440,0.335605159
APLN,GALR2,0.335605159,0.4174935711771440,0.335605159
APLN,GALR3,0.335605159,0.4174935711771440,0.335605159
APLN,HTR1A,0.335605159,0.4174935711771440,0.335605159
APLN,FPR1,0.335605159,0.4174935711771440,0.335605159
APLN,C5AR1,0.335605159,0.4174935711771440,0.335605159
APLN,CXCR1,0.335605159,0.4174935711771440,0.335605159
APLN,CXCR2,0.335605159,0.4174935711771440,0.335605159
APLN,FPR2,0.335605159,0.4174935711771440,0.335605159
APLN,ACKR3,0.335605159,0.4174935711771440,0.335605159
APLN,NPY1R,0.335605159,0.4174935711771440,0.335605159
APLN,HTR1D,0.335605159,0.4174935711771440,0.335605159
APLN,HTR1B,0.335605159,0.4174935711771440,0.335605159
APLN,BDKRB2,0.335605159,0.4174935711771440,0.335605159
APLN,SSTR1,0.335605159,0.4174935711771440,0.335605159
APLN,SSTR2,0.335605159,0.4174935711771440,0.335605159
APLN,HTR1F,0.335605159,0.4174935711771440,0.335605159
APLN,SSTR4,0.335605159,0.4174935711771440,0.335605159
APLN,CCR1,0.335605159,0.4174935711771440,0.335605159
APLN,CCR7,0.335605159,0.4174935711771440,0.335605159
APLN,CXCR5,0.335605159,0.4174935711771440,0.335605159
APLN,SSTR3,0.335605159,0.4174935711771440,0.335605159
APLN,SSTR5,0.335605159,0.4174935711771440,0.335605159
APLN,OPRM1,0.335605159,0.4174935711771440,0.335605159
APLN,OPRD1,0.335605159,0.4174935711771440,0.335605159
APLN,OPRK1,0.335605159,0.4174935711771440,0.335605159
APLN,OPRL1,0.335605159,0.4174935711771440,0.335605159
APLN,CCR2,0.335605159,0.4174935711771440,0.335605159
APLN,CCR10,0.335605159,0.4174935711771440,0.335605159
APLN,BDKRB1,0.335605159,0.4174935711771440,0.335605159
APLN,GALR1,0.335605159,0.4174935711771440,0.335605159
APLN,HTR5A,0.335605159,0.4174935711771440,0.335605159
APLN,MTNR1A,0.335605159,0.4174935711771440,0.335605159
APLN,NPBWR1,0.335605159,0.4174935711771440,0.335605159
